466,296,16904,-252,-329,334,
-1126,434,16642,-28,159,-261,
-5806,430,16480,-130,6,-700,
-19372,-7656,17798,-466,75,-154,
-16512,-5536,16662,-2218,-1273,3547,
3630,970,18014,-323,-1235,3614,
7334,-2776,14962,-301,1164,4747,
18780,-1712,14454,-1179,2503,4107,
12964,-1632,11450,-280,-112,1220,
7690,-1938,19780,598,-608,-307,
426,-2358,17276,339,253,-598,
-1046,-3456,18658,482,-234,-584,
-528,-1822,16378,315,-10,281,
-324,290,17040,138,-251,-40,
-836,-346,16226,-38,96,-125,
-538,-106,17210,-289,240,19,
-986,-1248,16446,-176,183,-30,
-636,244,17012,-40,179,-100,
-1028,-326,16948,330,599,-388,
-1250,-798,16548,189,230,122,

1694,758,14874,36,299,-102,
2044,976,17480,28,11,150,
1692,1990,16260,-136,122,-62,
-6748,4838,19914,-490,356,-1135,
-25296,-5280,16306,-1390,177,-695,
-16608,-10378,15314,-295,-1828,2626,
7816,-12988,20704,-1641,1031,6173,
19178,-2554,17436,-1310,3904,4265,
14478,-2388,13156,-983,275,3309,
10782,-3926,18082,67,326,1127,
3256,-912,11284,106,212,431,
574,-3634,19728,114,-1024,-554,
-1600,-3606,18068,-138,596,-40,
-2220,-3094,17674,216,905,372,
-2526,-2376,15738,285,468,181,
-3060,-1738,16314,190,-94,-66,
-2282,-2098,16832,-142,-296,-170,
-1854,-2392,17066,172,-216,-1,
-1974,-1880,16322,127,156,-49,
-2178,-2390,15798,-105,-176,51,

254,-244,16682,75,199,-143,
-18,-778,16946,101,92,-82,
8,-610,16220,36,-52,1,
-7600,-510,19786,-999,-226,-721,
-20292,-4286,24034,-253,0,268,
-18712,-14788,11292,92,-2200,2947,
5738,-10832,20012,802,889,7134,
15320,3044,32312,-945,2308,3931,
15450,536,14412,131,-451,1125,
10814,-4660,18872,241,35,-180,
4226,-2726,13956,-206,615,-457,
1274,-2598,17374,-384,-687,-402,
-502,-2686,18370,-145,354,-547,
-1824,-2942,16684,-100,342,-51,
-1422,-1908,15686,-156,321,205,
-1334,-1040,16522,-174,243,17,
-932,-2282,16362,-74,-57,221,
-758,-1892,16674,-86,-156,-30,
-848,-2038,16912,-64,-127,20,
-776,-2138,16664,1,65,1,

254,-244,16682,75,199,-143,
-18,-778,16946,101,92,-82,
8,-610,16220,36,-52,1,
-7600,-510,19786,-999,-226,-721,
-20292,-4286,24034,-253,0,268,
-18712,-14788,11292,92,-2200,2947,
5738,-10832,20012,802,889,7134,
15320,3044,32312,-945,2308,3931,
15450,536,14412,131,-451,1125,
10814,-4660,18872,241,35,-180,
4226,-2726,13956,-206,615,-457,
1274,-2598,17374,-384,-687,-402,
-502,-2686,18370,-145,354,-547,
-1824,-2942,16684,-100,342,-51,
-1422,-1908,15686,-156,321,205,
-1334,-1040,16522,-174,243,17,
-932,-2282,16362,-74,-57,221,
-758,-1892,16674,-86,-156,-30,
-848,-2038,16912,-64,-127,20,
-776,-2138,16664,1,65,1,

1894,1762,16644,-46,356,-174,
1162,1436,16132,-129,447,-99,
1390,766,16166,-317,94,241,
-15924,-4000,19612,-1081,-7,372,
-19444,-4868,11282,-2106,-670,1865,
-4644,-11896,20840,-1493,-1223,4907,
10466,-2694,17588,-2004,1242,4546,
15476,-8046,11640,-2106,4834,3280,
15318,-2382,18692,1114,-1185,49,
8750,-3050,18798,980,910,293,
3128,-1518,16200,193,-208,-919,
-304,-3412,16990,7,223,-627,
-2526,-3906,16746,179,212,-425,
-2420,-2946,16892,161,545,-114,
-2326,-2140,14998,32,76,113,
-1016,-2816,16568,-21,-330,-117,
-1194,-2770,16806,-186,-154,-139,
-1202,-2866,16000,-87,-97,-254,
-1342,-2686,16680,-34,-258,-115,
-1202,-2334,16944,-45,-11,18,

422,716,16420,191,63,-507,
378,1076,16452,-25,1,-48,
-4342,-400,17970,-78,-136,113,
-6490,1178,19780,693,386,1327,
-7986,-2588,16352,1142,765,2859,
-7160,-852,14364,324,379,3446,
-5156,1316,13876,-716,27,4764,
-1566,-1652,9814,-949,-118,2985,
10064,548,19840,-2831,-387,2837,
16662,-6726,16320,-99,-1242,786,
14396,-726,18862,-786,575,-374,
6094,-4376,17274,-869,-367,-935,
2436,-3168,17284,-505,460,-914,
1108,-5144,17322,-6,-123,-742,
1000,-2766,16782,153,229,-499,
786,-2808,16420,236,319,-308,
332,-2580,15762,106,252,-308,
1184,-2804,17702,-46,38,42,
1190,-1838,16478,84,177,-189,
1330,-2186,17908,410,58,75,

946,1534,16536,-88,90,-248,
-304,486,16646,-372,-221,-312,
-998,-74,17922,-282,-136,-261,
-8336,-2084,18734,28,28,-185,
-19762,-9686,21122,37,-4,1334,
-12844,-7130,11640,25,-1123,3672,
-1344,-4140,15854,-6,-1059,4712,
6672,828,13274,-593,970,4513,
17992,3910,14050,-2247,544,3936,
19234,-188,15756,239,-940,885,
10894,-2662,17030,-255,1031,-727,
4528,-3342,16598,-433,252,-718,
2096,-3666,17828,-45,456,-884,
870,-3272,16876,-227,103,-201,
944,-1318,17184,95,253,-354,
-48,-2462,16198,126,380,24,
192,-1764,15878,-2,168,-218,
630,-2552,18154,336,411,-5,
340,254,17646,382,564,-388,
166,-1364,17424,477,630,-183,

