56,2324,17922,-502,-78,-361,
842,1470,19956,521,184,-389,
568,950,17214,1664,1004,-254,
-150,4510,3994,2494,4336,-418,
-7204,-15070,-32768,3795,-2932,-226,
14256,-7414,29730,-13232,-8128,2496,
12836,-1322,32767,-3452,-327,-568,
3530,-4842,31406,488,2510,-959,
1646,-824,18920,493,601,-588,
1512,-2112,17342,164,1038,-162,
1144,-2204,13652,129,558,251,
1316,-1018,16172,-94,-82,136,
598,-1776,17240,321,341,-66,
320,-2834,17058,-22,15,83,
1558,-2082,15902,-114,807,106,
932,-1296,17364,23,47,56,
768,-1602,16406,42,-6,-109,
346,-2194,17084,-34,126,-92,
286,-2166,16544,-217,308,-198,
12,-1920,16302,-295,300,6,

802,1778,16934,406,165,172,
546,2182,15386,25,61,12,
214,2004,13604,108,50,57,
-1076,1012,7092,-73,201,263,
-2484,-8,4410,-1141,-270,153,
326,-604,10942,-2551,126,794,
1510,-1778,10106,-3598,883,643,
982,-2510,19678,-4757,-550,-308,
2782,-9740,30262,-2224,9,-986,
3332,-1862,32278,1157,-2719,-1147,
3346,-3504,24574,236,665,-426,
2462,-3160,18630,261,514,-112,
1768,-3294,15416,493,396,-220,
1122,-3074,15358,80,278,-43,
1076,-3060,16372,316,97,-24,
976,-3078,16776,246,198,-87,
1106,-2324,16548,617,-96,-143,
1328,-3380,17724,441,30,69,
974,-2470,15784,29,623,95,
680,-2660,15410,-111,241,189,

1390,2424,16308,-105,71,-12,
1142,1806,15914,-14,101,7,
784,1872,14272,-270,211,63,
100,1108,10056,-613,466,307,
-958,144,5718,-1734,82,617,
-1148,-1166,7704,-2677,-665,746,
-802,-2134,9286,-2972,360,1073,
-1296,-7464,9692,-2784,-139,849,
3194,-5128,25900,-3034,-604,-387,
-26926,16858,14847,-452,-3599,-1988,
5744,-7136,31614,1454,-43,-170,
3864,-4430,17734,209,2043,52,
2568,-3096,14414,881,7,-392,
1598,-4096,16794,41,458,-249,
736,-3596,15898,318,229,-228,
814,-3776,16108,73,428,-120,
1228,-3002,16156,120,252,-18,
1782,-2558,16992,95,205,-343,
1014,-4236,16944,192,352,-397,
-4,-4150,15988,141,372,-45,

1722,2708,15774,-63,170,120,
1804,3188,16160,-18,33,-37,
842,2204,14572,-322,191,39,
-584,1584,10466,-744,359,225,
-3012,2292,4028,-1850,1026,369,
-476,680,4878,-3992,508,199,
1486,-3474,14848,-3121,663,273,
1046,-6954,17304,-3280,-891,-346,
2174,-9328,25774,-2632,397,-468,
1374,-12268,22754,-4014,-3532,-1482,
5134,-5890,32767,2167,-1255,-665,
3988,-1908,18772,277,1978,173,
2090,-3732,14662,985,457,-126,
1196,-3192,13802,-95,494,-110,
926,-4114,16010,-182,-14,9,
1020,-3860,16490,-182,15,61,
1504,-3080,16692,-165,72,11,
1390,-3444,16844,-58,223,-127,
994,-4054,16354,139,126,-72,
982,-3590,16034,399,51,-41,

620,1140,17828,-95,-11,25,
178,678,15916,-32,143,86,
-156,264,13676,53,346,115,
-1014,-1164,8672,104,1965,392,
-5048,-1226,-1744,-567,2353,291,
-1250,-5020,3696,-2835,-1542,895,
1668,540,21986,-1785,-2299,978,
1748,-2262,32682,-2017,695,-60,
790,-842,24802,-614,-356,-276,
892,-3928,25400,1648,-2105,-320,
1380,-640,19484,474,871,61,
1274,-136,15474,81,432,-129,
384,-964,16886,-5,75,-208,
88,-1948,17492,59,209,-25,
338,-1142,16674,-24,420,-21,
142,-788,16442,181,184,-158,
82,-784,16754,-179,360,-230,
