200,-2280,19168,308,579,-172,
-430,-2560,17270,-108,931,255,
240,-3080,22220,-934,-998,544,
-1024,-5806,25542,-358,-2711,984,
5522,-1822,32698,481,-2436,869,
3390,-3608,20456,3442,-464,-580,
1328,-1600,8228,3679,489,-599,
1962,-74,5234,1899,2034,-718,
556,216,5692,906,1804,-26,
0,1816,8692,37,163,-104,
766,1580,12398,-726,56,-207,
312,488,14840,-637,-584,-306,
1264,664,18514,-304,-365,-138,
974,624,17634,9,141,43,
1378,1496,17424,49,86,104,
1768,1762,17154,237,162,79,
1188,1498,15916,89,224,-53,
876,1724,16312,109,233,-4,
978,1590,16388,163,126,58,
802,1778,16934,406,165,172,

680,-2660,15410,-111,241,189,
548,-2570,17236,-118,4,0,
1208,-2344,19654,-799,131,-164,
1822,-5026,25836,-146,436,-666,
-136,-6392,31372,1038,417,111,
-712,-5108,21044,3901,-1426,522,
1734,-1684,21154,4425,-1366,370,
1466,-452,13878,4654,837,98,
252,3116,1062,1277,2279,-141,
390,3788,3772,-230,-126,238,
976,2288,7852,-1007,-192,103,
670,2788,11554,-913,-800,-453,
796,1050,17610,-860,-1108,-188,
1152,1768,19486,-412,154,15,
886,2476,17456,-207,195,57,
904,2752,17444,68,-98,52,
1492,2348,16986,-60,-58,78,
1182,2196,15828,105,87,39,
1242,2212,15940,-194,42,62,
1390,2424,16308,-105,71,-12,

1014,-4236,16944,192,352,-397,
-4,-4150,15988,141,372,-45,
2144,-3426,22492,-312,-421,259,
1460,-5518,28250,901,-729,316,
932,-4012,26322,3807,-725,160,
1662,-1382,21550,6059,-2958,-52,
2210,1322,18080,4445,-1258,-389,
2414,1946,10442,2793,-64,-815,
1082,1118,6738,-588,2070,-122,
1046,3080,3260,-73,786,-140,
1772,3020,8542,-1346,338,27,
1462,2590,11564,-1290,-253,-189,
1646,1624,15852,-889,-1036,-268,
1858,2408,19446,-768,222,-61,
1872,2760,17548,-205,474,132,
2154,3356,17634,40,398,83,
1750,2920,16410,169,95,86,
1688,2968,15886,56,245,69,
1722,2708,15774,-63,170,120,
1804,3188,16160,-18,33,-37,


1102,-3040,16764,120,159,-176,
786,-3050,16992,405,120,-199,
1556,-2430,19660,972,300,-288,
3342,774,27692,3626,-65,-789,
2060,994,27628,2980,63,-780,
2238,566,26210,3824,-497,-502,
-50,908,19528,3759,-523,-466,
-1076,1502,7656,1611,75,-676,
-28,1300,10164,122,2509,291,
-858,2468,2172,-823,981,129,
-166,2974,11526,-965,-85,-387,
-630,2704,13842,-1029,357,-381,
-970,2784,15258,-754,-189,-454,
-892,2410,17302,-586,-443,-168,
-1016,2810,17020,-1005,-314,-133,
-266,2532,15786,-1393,-466,4,
-360,1964,17016,-533,-450,5,
342,858,17308,-615,-135,224,
340,1350,16748,2,-59,23,
620,1140,17828,-95,-11,25,

-318,-774,16600,116,136,-77,
-522,-1498,16406,67,54,-29,
500,688,21160,-370,-85,241,
1544,-14,30590,42,-1516,499,
2020,1018,32767,3911,-1904,323,
2134,1248,23112,5359,511,-219,
-972,220,7024,2326,143,-105,
460,2162,7156,-131,-383,-9,
-180,2436,5544,-2864,1859,404,
474,2230,8336,-410,-1080,-199,
1188,1312,15122,-1380,-230,99,
1466,1546,17020,-751,-106,-259,
540,1042,16482,-7,222,-209,
314,1954,16932,34,210,-204,
160,2304,15990,7,214,-43,
936,1384,17346,-40,-275,64,
892,1692,15918,259,316,31,
502,1586,15052,-370,110,136,
1272,2536,16398,-330,-48,-84,
898,1468,17930,-247,-46,-23,

88,-288,16064,-76,-43,-74,
62,-1110,16562,64,135,-57,
-78,-898,16090,-451,-13,-21,
2946,1688,26936,3108,-1124,293,
2818,1790,22218,3701,-169,-356,
1330,-796,14794,3298,514,-470,
1812,3918,1972,-1195,548,-1058,
262,2088,10416,502,1193,-299,
-284,660,7026,-189,-678,-498,
690,1760,14912,-658,-73,-492,
274,1684,14592,-628,431,-189,
-2,2102,16302,-127,-177,-209,
38,3002,16744,-119,318,-135,
-398,3014,15820,46,-48,-77,
96,3060,15970,-306,-169,88,
926,3196,17280,-197,43,252,
618,3028,15938,53,25,7,
598,3512,16194,-64,45,-92,
718,2910,16836,-139,3,-61,
430,2842,16588,-65,-28,-75,

-116,-1036,16674,-78,230,-351,
-738,-1878,17502,44,348,-246,
-982,-2042,16316,134,126,-71,
642,-542,23114,-482,-326,301,
1782,336,32767,1120,-1332,672,
1908,-790,27656,4678,-414,134,
660,640,15832,3913,-635,-153,
-608,2376,3844,2411,-1426,-380,
488,3048,9492,-758,-260,-418,
-826,-324,8012,-449,561,-134,
1408,1778,12044,-377,289,-127,
1052,2106,13758,-688,509,-59,
926,2152,15786,-459,-138,-224,
678,1926,16832,-81,-60,-195,
778,2048,17464,-216,295,22,
612,3020,16102,258,154,4,
640,3032,16702,205,15,-81,
846,2986,15500,-59,54,80,
840,2970,16412,-77,-17,-52,
1086,2800,16790,-10,32,-33,

-84,-2582,16852,-81,157,-42,
-400,-3018,16576,113,197,-43,
-106,-2810,16834,-49,101,-5,
536,-2808,26668,10,-852,800,
2122,-1592,32767,2116,-1044,623,
3364,-2240,27866,5359,29,21,
-68,-2476,15900,4623,961,205,
-682,2474,4818,2961,658,175,
2,3376,6264,-881,1170,-365,
-12,3488,3474,-412,-234,-679,
-434,906,12280,-243,-190,-529,
-836,1034,13612,-625,-473,-553,
-1112,1226,17764,-509,-205,-194,
-586,2838,17934,-61,196,254,
-862,3014,16830,119,155,44,
-674,3544,15694,-33,4,52,
-34,3360,15806,-143,-55,5,
-570,3556,15638,-253,-100,-20,
-448,2740,16534,-119,-111,8,
-134,2938,16986,-251,-7,51,

496,-2688,16490,165,125,-164,
414,-2326,16526,294,337,-33,
640,-1464,16488,344,459,8,
1514,222,23704,-682,-405,41,
1588,2004,32767,1256,-761,-506,
3038,-104,32220,4063,-666,-1527,
598,-456,20308,4073,-86,-1343,
-956,-1394,9572,2706,109,-774,
262,1236,6632,1679,415,54,
-570,1044,4512,-1495,1248,396,
138,3088,6324,-1406,250,-164,
-196,772,14254,-1635,-249,-40,
-188,2274,15994,-552,-412,-534,
-320,642,18064,-659,391,-32,
-726,2546,15500,-324,290,-12,
-468,2012,17366,-144,123,-2,
-286,2428,16496,-115,69,6,
2,2288,16252,-190,48,-31,
-88,1612,16578,-167,118,62,
-210,1726,16584,-56,89,57,

218,-2602,17764,198,141,-25,
-100,-2758,15016,-4,-8,7,
748,-2118,17818,-206,-78,7,
2158,-872,25418,304,-241,-124,
2262,-1126,30138,1757,293,28,
2026,-1310,27826,3335,523,-338,
-40,-1994,16404,4936,393,-641,
-1568,202,9170,2243,120,-245,
-1058,1402,7946,2428,-1130,207,
-1130,276,9800,93,723,0,
-636,1970,7852,308,-656,151,
1106,3590,12804,-576,-515,275,
1536,5446,14564,-541,-53,-53,
554,3706,15670,-439,104,-98,
650,4018,17158,-449,-213,-54,
32,3824,16998,-12,227,-116,
550,4218,17018,-125,-126,-10,
824,3988,17024,55,-107,47,
1334,4204,16818,-51,-34,-48,
904,3822,15572,292,161,-174,

-204,-2504,16290,-173,186,-31,
-236,-2474,16654,45,0,2,
834,-1098,18846,-164,-214,-1,
3148,-3196,32192,-404,-729,426,
3622,-1980,32767,4195,-440,-920,
610,-4082,21048,5859,1140,-448,
-2232,946,-2184,1615,-226,-402,
-980,-338,3866,-275,-1520,-429,
-708,-682,6122,-1118,1355,282,
166,1328,8504,-835,-124,-481,
-670,636,14594,-711,441,-227,
-762,1526,16198,-73,44,-390,
-822,1656,17720,-157,271,-45,
-1270,1854,16978,299,271,-163,
-572,2008,17632,-395,151,508,
-988,2428,15236,369,72,-49,
-238,3052,16390,-309,-116,143,
